,Unnamed: 0,user,content,country,Pro Trump,Pro Biden,Neutral,date,replyCount,retweetCount,likeCount,one_hot_labels
10,10,"{'username': 'danielmasse17', 'displayname': 'Dan - Sound of Vintage airplanes🇨🇦 🕶🐱', 'id': 1286856848528809986, 'description': 'My Grandmother restaurant in Ville Emard (Montreal), QC, 1941.', 'rawDescription': 'My Grandmother restaurant in Ville Emard (Montreal), QC, 1941.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 7, 25, 2, 53, 6, tzinfo=datetime.timezone.utc), 'followersCount': 11, 'friendsCount': 118, 'statusesCount': 160, 'favouritesCount': 1273, 'listedCount': 0, 'mediaCount': 10, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1368407255905931271/eeTMnxBY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1286856848528809986/1611150549'}",@btrinen @marceelias Some mailboxes were removed. Voters probably had to travel more to put their ballot in mail box.   Many voterd did vote before election day.,Canada,0,0,1,2020-11-29 01:06:03+00:00,0.0,0.0,0.0,1
11,11,"{'username': 'CuteBabyBella26', 'displayname': 'Meg', 'id': 1302726468879908864, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 9, 6, 21, 52, 58, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 9, 'statusesCount': 26, 'favouritesCount': 87, 'listedCount': 0, 'mediaCount': 2, 'location': 'Ontario, CA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1307198954594066433/NTJVC05x_normal.jpg', 'profileBannerUrl': None}",#Biden2020 💙💙 finally that narcissistic man child is out of office #YOUREFIRED #Trump https://t.co/gLaxmJl0rc,Canada,0,1,0,2020-11-07 17:27:52+00:00,0.0,0.0,1.0,10
12,12,"{'username': 'CO3CarbonFree', 'displayname': 'CO3CarbonFree', 'id': 1320071290313637893, 'description': 'One Planet, One Chance!\n\n7 University of Liverpool Students trying to make the World a greener Place 🌿🍃🌱', 'rawDescription': 'One Planet, One Chance!\n\n7 University of Liverpool Students trying to make the World a greener Place 🌿🍃🌱', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 10, 24, 18, 35, 15, tzinfo=datetime.timezone.utc), 'followersCount': 142, 'friendsCount': 311, 'statusesCount': 162, 'favouritesCount': 281, 'listedCount': 1, 'mediaCount': 45, 'location': '', 'protected': False, 'linkUrl': 'https://co3carbonfree.wordpress.com/', 'linkTcourl': 'https://t.co/FRgub4O6D0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1321451362417336320/DmxA5R4W_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1320071290313637893/1603714385'}","With the #USElections happening in just 5 days, let's take a look back at Trump's policies/statements related to the environment.

(It's not taking climate change seriously for me) 

#VoteForScience #VOTE #ClimateAction https://t.co/WgyYHht6Ud",Israel,0,0,1,2020-10-29 23:10:46+00:00,1.0,6.0,12.0,1
13,13,"{'username': 'HuzaifaMHX', 'displayname': 'Muhammad HuzaifaS', 'id': 1158260509411557377, 'description': 'We have enough and enough knowledge but we are still in dark 🕶️ \neverything is an illusion 🙂\nArtist🕶️ , Dreamer 🕶️', 'rawDescription': 'We have enough and enough knowledge but we are still in dark 🕶️ \neverything is an illusion 🙂\nArtist🕶️ , Dreamer 🕶️', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2019, 8, 5, 6, 16, 39, tzinfo=datetime.timezone.utc), 'followersCount': 161, 'friendsCount': 826, 'statusesCount': 2036, 'favouritesCount': 41645, 'listedCount': 0, 'mediaCount': 582, 'location': 'Pakistan', 'protected': False, 'linkUrl': 'https://www.twitter.com/callsmehuzaifa', 'linkTcourl': 'https://t.co/ZhhmHTtNcq', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1370392189394694149/_C5_el4G_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1158260509411557377/1615625229'}","Biden or trump ,, who's going to win 
Biden ,biden ,biden 
I think Joe Biden 

#ElectionDay2020 #ElectionNight #BidenHarris2020 #Trump2020 
#AmericasGreatestMistake",India,0,1,0,2020-11-04 05:22:18+00:00,0.0,0.0,4.0,10
14,14,"{'username': 'Zaheer__malik', 'displayname': 'zaheer malik', 'id': 3163409467, 'description': 'Proud to be Muslim. Pakistani by birth, Kashmir is in my blood. .\nSilent observer.. ðŸ§. Ú©ÛŒÙ…ÛŒØ§ Ù…ÛÙ†Ø¯Ø³. ðŸ‡µðŸ‡°â¤ï¸ðŸ‡¹ðŸ‡·', 'rawDescription': 'Proud to be Muslim. Pakistani by birth, Kashmir is in my blood. .\nSilent observer.. ðŸ§. Ú©ÛŒÙ…ÛŒØ§ Ù…ÛÙ†Ø¯Ø³. ðŸ‡µðŸ‡°â¤ï¸ðŸ‡¹ðŸ‡·', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2015, 4, 19, 5, 16, 53, tzinfo=datetime.timezone.utc), 'followersCount': 62, 'friendsCount': 595, 'statusesCount': 1534, 'favouritesCount': 689, 'listedCount': 0, 'mediaCount': 213, 'location': 'TÃ¼rkiye', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1302629214177366018/QXbUQ54Z_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3163409467/1601402522'}",@XULQIMOON @Shinamuller @JoeBiden @KamalaHarris @ImranKhanPTI Our..? What do you mean by our..? If you are so confident. Try a poll..waiting to vote on your poll.. Please show some courage..,Russia,0,0,1,2020-11-08 16:17:15+00:00,0.0,1.0,5.0,1
15,15,"{'username': 'JoshMarks78', 'displayname': 'Joshua Robbin Marks', 'id': 863635076, 'description': 'Digital Journalist/Web Producer @envirojourno @TheHockeyStop1', 'rawDescription': 'Digital Journalist/Web Producer @envirojourno @TheHockeyStop1', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2012, 10, 5, 20, 32, 21, tzinfo=datetime.timezone.utc), 'followersCount': 1137, 'friendsCount': 3593, 'statusesCount': 4208, 'favouritesCount': 5627, 'listedCount': 19, 'mediaCount': 707, 'location': 'Israel', 'protected': False, 'linkUrl': 'https://jmarks09.wixsite.com/joshuarobbinmarks', 'linkTcourl': 'https://t.co/jLToUt6z3R', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1331576114326728705/vjuYtSI3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/863635076/1491299287'}",Global stocks jump as Trump authorizes Biden's presidential transition process to begin -  https://t.co/3Gz0uyT04r,Ukraine,1,0,0,2020-11-24 16:08:54+00:00,0.0,0.0,0.0,100
16,16,"{'username': '8NoLHCIjXSSZa0S', 'displayname': 'רבקה אלקיים', 'id': 1253729028034486272, 'description': ""\u200fשוויתי ה' לנגדי תמיד 🙏\nביביסטית  בוטית  מה שתגידו העיקר ימנית  גאה"", 'rawDescription': ""\u200fשוויתי ה' לנגדי תמיד 🙏\nביביסטית  בוטית  מה שתגידו העיקר ימנית  גאה"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 4, 24, 16, 54, 52, tzinfo=datetime.timezone.utc), 'followersCount': 79, 'friendsCount': 166, 'statusesCount': 363, 'favouritesCount': 241, 'listedCount': 0, 'mediaCount': 28, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1348287518249254920/FIthvD2E_normal.jpg', 'profileBannerUrl': None}",@realDonaldTrump God bless you  Donald Trump,Israel,1,0,0,2020-11-10 11:56:28+00:00,0.0,0.0,0.0,100
17,17,"{'username': 'suhara136', 'displayname': 'Suhara Mollick #VacunaSinJuegaVivo', 'id': 2569244998, 'description': 'Odontologa-jubilada y artesana acreditada.Activista ambiental y proDDHH.\nSeguidora del fÃºtbol,tenis,nataciÃ³n y atletismo.\n100%panameÃ±a.', 'rawDescription': 'Odontologa-jubilada y artesana acreditada.Activista ambiental y proDDHH.\nSeguidora del fÃºtbol,tenis,nataciÃ³n y atletismo.\n100%panameÃ±a.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 5, 28, 16, 13, 36, tzinfo=datetime.timezone.utc), 'followersCount': 1343, 'friendsCount': 1058, 'statusesCount': 29730, 'favouritesCount': 18388, 'listedCount': 8, 'mediaCount': 5536, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1359475611169914885/dQsdPi4I_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2569244998/1611674662'}","@AP Rather have a ""Sleepy Joe"" instead of a ""diabolic Chuky Donald clown""ðŸ˜œ",Brazil,0,1,0,2020-11-09 18:53:09+00:00,0.0,0.0,0.0,10
18,18,"{'username': 'lindammain35', 'displayname': 'My Info', 'id': 2779043703, 'description': 'adopted Canadian, born Glaswegian, think globally, liberal, pro choice, love is love .married, mom, stepmom ❤️🇨🇦🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🏳️\u200d🌈', 'rawDescription': 'adopted Canadian, born Glaswegian, think globally, liberal, pro choice, love is love .married, mom, stepmom ❤️🇨🇦🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🏳️\u200d🌈', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 9, 21, 15, 9, 26, tzinfo=datetime.timezone.utc), 'followersCount': 54, 'friendsCount': 279, 'statusesCount': 3200, 'favouritesCount': 2862, 'listedCount': 0, 'mediaCount': 1284, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1303023552921247744/KqquZwb__normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2779043703/1598013984'}",Watching 60 minutes lmao trump is such a wanker. Man up Fannybaws  #60MinutesInterview #TrumpIsLosing #penceisawanker #TrumpIsNotAmerica #GOPSuperSpreaders #TrumpCrimeFamilyForPrison https://t.co/8UewrZHmtr,Canada,0,1,0,2020-10-26 00:13:09+00:00,0.0,0.0,0.0,10
19,19,"{'username': 'HashemKings', 'displayname': '@Kingdom_of_ShalomðŸ‡®ðŸ‡±ðŸ•ŽðŸ”¯ðŸ”¥', 'id': 1216355928586493952, 'description': '\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f×™×©×¨××œ ×œ× × ×•×¦×¨×” ×›×“×™ ×œ×”×™×¢×œ× ðŸ‡®ðŸ‡± ×™×©×¨××œ ×ª×—×–×™×§ ×ž×¢×ž×“ ×•×ª×¤×¨×— ðŸ•Ž ×–×”×• ×™×œ×“ ×”×ª×§×•×•×” ×•×‘×™×ª× ×©×œ ×”×’×‘×•×¨×™× ðŸ”¯×™×©×¨××œ × ×•×©××ª ××ª ×ž×’×Ÿ ×”×“×ž×•×§×¨×˜×™×” ×•×ž×›×‘×“×ª ××ª ×—×¨×‘ ×”×—×™×¨×•×ªðŸ’ªðŸ¤', 'rawDescription': '\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f×™×©×¨××œ ×œ× × ×•×¦×¨×” ×›×“×™ ×œ×”×™×¢×œ× ðŸ‡®ðŸ‡± ×™×©×¨××œ ×ª×—×–×™×§ ×ž×¢×ž×“ ×•×ª×¤×¨×— ðŸ•Ž ×–×”×• ×™×œ×“ ×”×ª×§×•×•×” ×•×‘×™×ª× ×©×œ ×”×’×‘×•×¨×™× ðŸ”¯×™×©×¨××œ × ×•×©××ª ××ª ×ž×’×Ÿ ×”×“×ž×•×§×¨×˜×™×” ×•×ž×›×‘×“×ª ××ª ×—×¨×‘ ×”×—×™×¨×•×ªðŸ’ªðŸ¤', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 1, 12, 13, 47, 21, tzinfo=datetime.timezone.utc), 'followersCount': 322, 'friendsCount': 1222, 'statusesCount': 1666, 'favouritesCount': 1610, 'listedCount': 0, 'mediaCount': 793, 'location': 'SÃ£o Paulo, Brasil', 'protected': False, 'linkUrl': 'http://gmail.com/', 'linkTcourl': 'https://t.co/njBvvNGK9K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1348800955370909697/p7U_b-iK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1216355928586493952/1609374049'}","The whole world keeping an eye on Joe Biden's government in the next year 2021, It is that business, as the psalmist David said: Some trust cars and horses, but the man who knows the scriptures (Torah) place all your trust in the Eternal Hashem. Only lead comes from man grosso https://t.co/sfZAjxhvo4",Brazil,0,0,1,2020-11-26 14:28:42+00:00,1.0,0.0,0.0,1
20,20,"{'username': 'MariaMoazen', 'displayname': 'Maria Moazen', 'id': 1070796851639652352, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 12, 6, 21, 47, 18, tzinfo=datetime.timezone.utc), 'followersCount': 3, 'friendsCount': 10, 'statusesCount': 4, 'favouritesCount': 9, 'listedCount': 0, 'mediaCount': 1, 'location': 'Islamic Republic of Iran', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1325521830187298817/CdQoZ8Xp_normal.jpg', 'profileBannerUrl': None}","@JoeBiden @KamalaHarris We are one of the winners of the visa-free lottery during Trump's presidency, given Mr. Biden's promise to lift the ban on citizens of Islamic countries, we call for an investigation into the unjust conditions imposed by Trump.
#lottery2020",Iran,0,1,0,2020-11-10 08:20:23+00:00,0.0,1.0,1.0,10
21,21,"{'username': 'Ethanisraelite', 'displayname': 'Ethan Greenwood', 'id': 407177200, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 11, 7, 18, 56, 16, tzinfo=datetime.timezone.utc), 'followersCount': 185, 'friendsCount': 441, 'statusesCount': 7747, 'favouritesCount': 4914, 'listedCount': 22, 'mediaCount': 222, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1088584848644673536/BTK2EJLF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/407177200/1548374168'}",The ultimate proof that #Biden is about to win is not even the current vote count but the mania and hysteria of #TeamTrump claiming #voterfraud when there is zero evidence.  #ElectionResults2020,UK,0,1,0,2020-11-05 17:03:42+00:00,0.0,0.0,2.0,10
22,22,"{'username': 'wagnerlibardi', 'displayname': 'Wagner Libardi', 'id': 131342611, 'description': 'Tijuca, RJ\nEx Militar do EB 1RCC / Rio de Janeiro\nGuia de Turismo em JoÃ£o Pessoa', 'rawDescription': 'Tijuca, RJ\nEx Militar do EB 1RCC / Rio de Janeiro\nGuia de Turismo em JoÃ£o Pessoa', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 4, 10, 0, 36, 15, tzinfo=datetime.timezone.utc), 'followersCount': 764, 'friendsCount': 877, 'statusesCount': 11585, 'favouritesCount': 3487, 'listedCount': 1, 'mediaCount': 3085, 'location': 'JoÃ£o Pessoa, Brasil', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1348915382816559105/sVo9utJh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/131342611/1610441391'}",@PastorMalafaia @JoeBiden Muppet made in China https://t.co/0mqMCvBHsx,Brazil,1,0,0,2020-11-08 16:04:40+00:00,0.0,0.0,0.0,100
